icd10_code,cc_number,hcc_code,cc_label,is_payment_hcc
I87031,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
I87032,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
I87033,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
I87039,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
I87311,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
I87312,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
I87313,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
I87319,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
I87331,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
I87332,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
I87333,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
I87339,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
I96,263,HCC263,Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene,1
J150,282,HCC282,Aspiration and Specified Bacterial Pneumonias,1
J151,282,HCC282,Aspiration and Specified Bacterial Pneumonias,1
J1520,282,HCC282,Aspiration and Specified Bacterial Pneumonias,1
J15211,282,HCC282,Aspiration and Specified Bacterial Pneumonias,1
J15212,282,HCC282,Aspiration and Specified Bacterial Pneumonias,1
J1529,282,HCC282,Aspiration and Specified Bacterial Pneumonias,1
J155,282,HCC282,Aspiration and Specified Bacterial Pneumonias,1
J1561,282,HCC282,Aspiration and Specified Bacterial Pneumonias,1
J1569,282,HCC282,Aspiration and Specified Bacterial Pneumonias,1
J158,282,HCC282,Aspiration and Specified Bacterial Pneumonias,1
J410,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J411,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J418,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J42,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J430,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J431,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J432,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J438,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J439,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J440,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J441,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J4481,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J4489,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J449,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J4550,279,HCC279,Severe Persistent Asthma,1
J4551,279,HCC279,Severe Persistent Asthma,1
J4552,279,HCC279,Severe Persistent Asthma,1
J470,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J471,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J479,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J4A0,276,HCC276,Lung Transplant Status/Complications,1
J4A8,276,HCC276,Lung Transplant Status/Complications,1
J4A9,276,HCC276,Lung Transplant Status/Complications,1
J60,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J61,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J620,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J628,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J630,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J631,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J632,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J633,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J634,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J635,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J636,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J64,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J65,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J660,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J661,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J662,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J668,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J670,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J671,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J672,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J673,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J674,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J675,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J676,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J677,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J678,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J679,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J680,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J681,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J682,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J683,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J684,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J688,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J689,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J690,282,HCC282,Aspiration and Specified Bacterial Pneumonias,1
J691,282,HCC282,Aspiration and Specified Bacterial Pneumonias,1
J698,282,HCC282,Aspiration and Specified Bacterial Pneumonias,1
J80,213,HCC213,Cardio-Respiratory Failure and Shock,1
J810,213,HCC213,Cardio-Respiratory Failure and Shock,1
J8281,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J8401,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J8402,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J8403,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J8409,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J8410,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J84111,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J84112,278,HCC278,Idiopathic Pulmonary Fibrosis and Lung Involvement in Systemic Sclerosis,1
J84113,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J84114,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J84115,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J84116,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J84117,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J84170,278,HCC278,Idiopathic Pulmonary Fibrosis and Lung Involvement in Systemic Sclerosis,1
J84178,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J842,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J8481,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J8482,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J8489,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J849,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J850,283,HCC283,"Empyema, Lung Abscess",1
J851,283,HCC283,"Empyema, Lung Abscess",1
J852,283,HCC283,"Empyema, Lung Abscess",1
J853,283,HCC283,"Empyema, Lung Abscess",1
J860,283,HCC283,"Empyema, Lung Abscess",1
J869,283,HCC283,"Empyema, Lung Abscess",1
J910,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
J9500,211,HCC211,Respirator Dependence/Tracheostomy Status/Complications,1
J9501,211,HCC211,Respirator Dependence/Tracheostomy Status/Complications,1
J9502,211,HCC211,Respirator Dependence/Tracheostomy Status/Complications,1
J9503,211,HCC211,Respirator Dependence/Tracheostomy Status/Complications,1
J9504,211,HCC211,Respirator Dependence/Tracheostomy Status/Complications,1
J9509,211,HCC211,Respirator Dependence/Tracheostomy Status/Complications,1
J95850,211,HCC211,Respirator Dependence/Tracheostomy Status/Complications,1
J95851,211,HCC211,Respirator Dependence/Tracheostomy Status/Complications,1
J95859,211,HCC211,Respirator Dependence/Tracheostomy Status/Complications,1
J9600,213,HCC213,Cardio-Respiratory Failure and Shock,1
J9601,213,HCC213,Cardio-Respiratory Failure and Shock,1
J9602,213,HCC213,Cardio-Respiratory Failure and Shock,1
J9610,213,HCC213,Cardio-Respiratory Failure and Shock,1
J9611,213,HCC213,Cardio-Respiratory Failure and Shock,1
J9612,213,HCC213,Cardio-Respiratory Failure and Shock,1
J9620,213,HCC213,Cardio-Respiratory Failure and Shock,1
J9621,213,HCC213,Cardio-Respiratory Failure and Shock,1
J9622,213,HCC213,Cardio-Respiratory Failure and Shock,1
J9690,213,HCC213,Cardio-Respiratory Failure and Shock,1
J9691,213,HCC213,Cardio-Respiratory Failure and Shock,1
J9692,213,HCC213,Cardio-Respiratory Failure and Shock,1
J982,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J983,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
J99,280,HCC280,"Chronic Obstructive Pulmonary Disease, Interstitial Lung Disorders, and Other Chronic Lung Disorders",1
K251,78,HCC78,Intestinal Obstruction/Perforation,1
K252,78,HCC78,Intestinal Obstruction/Perforation,1
K255,78,HCC78,Intestinal Obstruction/Perforation,1
K256,78,HCC78,Intestinal Obstruction/Perforation,1
K261,78,HCC78,Intestinal Obstruction/Perforation,1
K262,78,HCC78,Intestinal Obstruction/Perforation,1
K265,78,HCC78,Intestinal Obstruction/Perforation,1
K266,78,HCC78,Intestinal Obstruction/Perforation,1
K271,78,HCC78,Intestinal Obstruction/Perforation,1
K272,78,HCC78,Intestinal Obstruction/Perforation,1
K275,78,HCC78,Intestinal Obstruction/Perforation,1
K276,78,HCC78,Intestinal Obstruction/Perforation,1
K281,78,HCC78,Intestinal Obstruction/Perforation,1
K282,78,HCC78,Intestinal Obstruction/Perforation,1
K285,78,HCC78,Intestinal Obstruction/Perforation,1
K286,78,HCC78,Intestinal Obstruction/Perforation,1
K5000,80,HCC80,Crohns Disease (Regional Enteritis),1
K50011,80,HCC80,Crohns Disease (Regional Enteritis),1
K50012,78,HCC78,Intestinal Obstruction/Perforation,1
K50012,80,HCC80,Crohns Disease (Regional Enteritis),1
K50013,80,HCC80,Crohns Disease (Regional Enteritis),1
K50014,80,HCC80,Crohns Disease (Regional Enteritis),1
K50018,80,HCC80,Crohns Disease (Regional Enteritis),1
K50019,80,HCC80,Crohns Disease (Regional Enteritis),1
K5010,80,HCC80,Crohns Disease (Regional Enteritis),1
K50111,80,HCC80,Crohns Disease (Regional Enteritis),1
K50112,78,HCC78,Intestinal Obstruction/Perforation,1
K50112,80,HCC80,Crohns Disease (Regional Enteritis),1
K50113,80,HCC80,Crohns Disease (Regional Enteritis),1
K50114,80,HCC80,Crohns Disease (Regional Enteritis),1
K50118,80,HCC80,Crohns Disease (Regional Enteritis),1
K50119,80,HCC80,Crohns Disease (Regional Enteritis),1
K5080,80,HCC80,Crohns Disease (Regional Enteritis),1
K50811,80,HCC80,Crohns Disease (Regional Enteritis),1
K50812,78,HCC78,Intestinal Obstruction/Perforation,1
K50812,80,HCC80,Crohns Disease (Regional Enteritis),1
K50813,80,HCC80,Crohns Disease (Regional Enteritis),1
K50814,80,HCC80,Crohns Disease (Regional Enteritis),1
K50818,80,HCC80,Crohns Disease (Regional Enteritis),1
K50819,80,HCC80,Crohns Disease (Regional Enteritis),1
K5090,80,HCC80,Crohns Disease (Regional Enteritis),1
K50911,80,HCC80,Crohns Disease (Regional Enteritis),1
K50912,78,HCC78,Intestinal Obstruction/Perforation,1
K50912,80,HCC80,Crohns Disease (Regional Enteritis),1
K50913,80,HCC80,Crohns Disease (Regional Enteritis),1
K50914,80,HCC80,Crohns Disease (Regional Enteritis),1
K50918,80,HCC80,Crohns Disease (Regional Enteritis),1
K50919,80,HCC80,Crohns Disease (Regional Enteritis),1
K5100,81,HCC81,Ulcerative Colitis,1
K51011,81,HCC81,Ulcerative Colitis,1
K51012,78,HCC78,Intestinal Obstruction/Perforation,1
K51012,81,HCC81,Ulcerative Colitis,1
K51013,81,HCC81,Ulcerative Colitis,1
K51014,81,HCC81,Ulcerative Colitis,1
K51018,81,HCC81,Ulcerative Colitis,1
K51019,81,HCC81,Ulcerative Colitis,1
K5120,81,HCC81,Ulcerative Colitis,1
K51211,81,HCC81,Ulcerative Colitis,1
K51212,78,HCC78,Intestinal Obstruction/Perforation,1
K51212,81,HCC81,Ulcerative Colitis,1
K51213,81,HCC81,Ulcerative Colitis,1
K51214,81,HCC81,Ulcerative Colitis,1
K51218,81,HCC81,Ulcerative Colitis,1
K51219,81,HCC81,Ulcerative Colitis,1
K5130,81,HCC81,Ulcerative Colitis,1
K51311,81,HCC81,Ulcerative Colitis,1
K51312,78,HCC78,Intestinal Obstruction/Perforation,1
K51312,81,HCC81,Ulcerative Colitis,1
K51313,81,HCC81,Ulcerative Colitis,1
K51314,81,HCC81,Ulcerative Colitis,1
K51318,81,HCC81,Ulcerative Colitis,1
K51319,81,HCC81,Ulcerative Colitis,1
K5140,81,HCC81,Ulcerative Colitis,1
K51411,81,HCC81,Ulcerative Colitis,1
K51412,78,HCC78,Intestinal Obstruction/Perforation,1
K51412,81,HCC81,Ulcerative Colitis,1
K51413,81,HCC81,Ulcerative Colitis,1
K51414,81,HCC81,Ulcerative Colitis,1
K51418,81,HCC81,Ulcerative Colitis,1
K51419,81,HCC81,Ulcerative Colitis,1
K5150,81,HCC81,Ulcerative Colitis,1
K51511,81,HCC81,Ulcerative Colitis,1
K51512,78,HCC78,Intestinal Obstruction/Perforation,1
K51512,81,HCC81,Ulcerative Colitis,1
K51513,81,HCC81,Ulcerative Colitis,1
K51514,81,HCC81,Ulcerative Colitis,1
K51518,81,HCC81,Ulcerative Colitis,1
K51519,81,HCC81,Ulcerative Colitis,1
K5180,81,HCC81,Ulcerative Colitis,1
K51811,81,HCC81,Ulcerative Colitis,1
K51812,78,HCC78,Intestinal Obstruction/Perforation,1
K51812,81,HCC81,Ulcerative Colitis,1
K51813,81,HCC81,Ulcerative Colitis,1
K51814,81,HCC81,Ulcerative Colitis,1
K51818,81,HCC81,Ulcerative Colitis,1
K51819,81,HCC81,Ulcerative Colitis,1
K5190,81,HCC81,Ulcerative Colitis,1
K51911,81,HCC81,Ulcerative Colitis,1
K51912,78,HCC78,Intestinal Obstruction/Perforation,1
K51912,81,HCC81,Ulcerative Colitis,1
K51913,81,HCC81,Ulcerative Colitis,1
K51914,81,HCC81,Ulcerative Colitis,1
K51918,81,HCC81,Ulcerative Colitis,1
K51919,81,HCC81,Ulcerative Colitis,1
K560,78,HCC78,Intestinal Obstruction/Perforation,1
K561,78,HCC78,Intestinal Obstruction/Perforation,1
K562,78,HCC78,Intestinal Obstruction/Perforation,1
K563,78,HCC78,Intestinal Obstruction/Perforation,1
K5641,78,HCC78,Intestinal Obstruction/Perforation,1
K5649,78,HCC78,Intestinal Obstruction/Perforation,1
K5650,78,HCC78,Intestinal Obstruction/Perforation,1
K5651,78,HCC78,Intestinal Obstruction/Perforation,1
K5652,78,HCC78,Intestinal Obstruction/Perforation,1
K56600,78,HCC78,Intestinal Obstruction/Perforation,1
K56601,78,HCC78,Intestinal Obstruction/Perforation,1
K56609,78,HCC78,Intestinal Obstruction/Perforation,1
K56690,78,HCC78,Intestinal Obstruction/Perforation,1
K56691,78,HCC78,Intestinal Obstruction/Perforation,1
K56699,78,HCC78,Intestinal Obstruction/Perforation,1
K567,78,HCC78,Intestinal Obstruction/Perforation,1
K5931,78,HCC78,Intestinal Obstruction/Perforation,1
K631,78,HCC78,Intestinal Obstruction/Perforation,1
K650,78,HCC78,Intestinal Obstruction/Perforation,1
K651,78,HCC78,Intestinal Obstruction/Perforation,1
K652,78,HCC78,Intestinal Obstruction/Perforation,1
K653,78,HCC78,Intestinal Obstruction/Perforation,1
K654,78,HCC78,Intestinal Obstruction/Perforation,1
K658,78,HCC78,Intestinal Obstruction/Perforation,1
K659,78,HCC78,Intestinal Obstruction/Perforation,1
K67,78,HCC78,Intestinal Obstruction/Perforation,1
K6812,78,HCC78,Intestinal Obstruction/Perforation,1
K6819,78,HCC78,Intestinal Obstruction/Perforation,1
K7010,65,HCC65,Chronic Hepatitis,1
K7011,65,HCC65,Chronic Hepatitis,1
K7030,64,HCC64,Cirrhosis of Liver,1
K7031,64,HCC64,Cirrhosis of Liver,1
K7040,63,HCC63,Chronic Liver Failure/End-Stage Liver Disorders,1
K7041,63,HCC63,Chronic Liver Failure/End-Stage Liver Disorders,1
K713,65,HCC65,Chronic Hepatitis,1
K714,65,HCC65,Chronic Hepatitis,1
K7150,65,HCC65,Chronic Hepatitis,1
K7151,65,HCC65,Chronic Hepatitis,1
K717,64,HCC64,Cirrhosis of Liver,1
K7210,63,HCC63,Chronic Liver Failure/End-Stage Liver Disorders,1
K7211,63,HCC63,Chronic Liver Failure/End-Stage Liver Disorders,1
K7290,63,HCC63,Chronic Liver Failure/End-Stage Liver Disorders,1
K7291,63,HCC63,Chronic Liver Failure/End-Stage Liver Disorders,1
K730,65,HCC65,Chronic Hepatitis,1
K731,65,HCC65,Chronic Hepatitis,1
K732,65,HCC65,Chronic Hepatitis,1
K738,65,HCC65,Chronic Hepatitis,1
K739,65,HCC65,Chronic Hepatitis,1
K743,68,HCC68,Cholangitis and Obstruction of Bile Duct Without Gallstones,1
K744,64,HCC64,Cirrhosis of Liver,1
K745,68,HCC68,Cholangitis and Obstruction of Bile Duct Without Gallstones,1
K7460,64,HCC64,Cirrhosis of Liver,1
K7469,64,HCC64,Cirrhosis of Liver,1
K754,65,HCC65,Chronic Hepatitis,1
K766,63,HCC63,Chronic Liver Failure/End-Stage Liver Disorders,1
K767,63,HCC63,Chronic Liver Failure/End-Stage Liver Disorders,1
K7681,63,HCC63,Chronic Liver Failure/End-Stage Liver Disorders,1
K7682,63,HCC63,Chronic Liver Failure/End-Stage Liver Disorders,1
K8301,68,HCC68,Cholangitis and Obstruction of Bile Duct Without Gallstones,1
K8309,68,HCC68,Cholangitis and Obstruction of Bile Duct Without Gallstones,1
K831,68,HCC68,Cholangitis and Obstruction of Bile Duct Without Gallstones,1
K860,79,HCC79,Chronic Pancreatitis,1
K861,79,HCC79,Chronic Pancreatitis,1
K91850,463,HCC463,Artificial Openings for Feeding or Elimination,1
K91858,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9400,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9401,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9402,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9403,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9409,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9410,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9411,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9412,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9413,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9419,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9420,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9421,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9422,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9423,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9429,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9430,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9431,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9432,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9433,463,HCC463,Artificial Openings for Feeding or Elimination,1
K9439,463,HCC463,Artificial Openings for Feeding or Elimination,1
L100,387,HCC387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",1
L101,387,HCC387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",1
L102,387,HCC387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",1
L103,387,HCC387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",1
L104,387,HCC387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",1
L1081,387,HCC387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",1
L1089,387,HCC387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",1
L109,387,HCC387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",1
L120,387,HCC387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",1
L121,387,HCC387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",1
L128,387,HCC387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",1
L129,387,HCC387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",1
L4050,93,HCC93,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,1
L4051,93,HCC93,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,1
L4052,93,HCC93,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,1
L4053,93,HCC93,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,1
L4054,93,HCC93,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,1
L4059,93,HCC93,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,1
L88,387,HCC387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",1
L89000,381,HCC381,Pressure Ulcer of Skin with Full Thickness Skin Loss,1
L89002,382,HCC382,Pressure Ulcer of Skin with Partial Thickness Skin Loss,1
L89003,381,HCC381,Pressure Ulcer of Skin with Full Thickness Skin Loss,1
L89004,379,HCC379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone",1
L89010,381,HCC381,Pressure Ulcer of Skin with Full Thickness Skin Loss,1
L89012,382,HCC382,Pressure Ulcer of Skin with Partial Thickness Skin Loss,1
L89013,381,HCC381,Pressure Ulcer of Skin with Full Thickness Skin Loss,1
L89014,379,HCC379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone",1
L89020,381,HCC381,Pressure Ulcer of Skin with Full Thickness Skin Loss,1
L89022,382,HCC382,Pressure Ulcer of Skin with Partial Thickness Skin Loss,1
L89023,381,HCC381,Pressure Ulcer of Skin with Full Thickness Skin Loss,1
L89024,379,HCC379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone",1
L89100,381,HCC381,Pressure Ulcer of Skin with Full Thickness Skin Loss,1
L89102,382,HCC382,Pressure Ulcer of Skin with Partial Thickness Skin Loss,1
L89103,381,HCC381,Pressure Ulcer of Skin with Full Thickness Skin Loss,1
L89104,379,HCC379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone",1
L89110,381,HCC381,Pressure Ulcer of Skin with Full Thickness Skin Loss,1
L89112,382,HCC382,Pressure Ulcer of Skin with Partial Thickness Skin Loss,1
L89113,381,HCC381,Pressure Ulcer of Skin with Full Thickness Skin Loss,1
L89114,379,HCC379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone",1
L89120,381,HCC381,Pressure Ulcer of Skin with Full Thickness Skin Loss,1
L89122,382,HCC382,Pressure Ulcer of Skin with Partial Thickness Skin Loss,1
L89123,381,HCC381,Pressure Ulcer of Skin with Full Thickness Skin Loss,1
L89124,379,HCC379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone",1
